periodo,long,lat,expediente,calle,calle_nro,seccion,manzana,parcela,fecha_inicio_obra,estado,ultimo_avo_solicitado,fecha_ultimo_avo,estado_tramite,profesional,metros_a_construir,fecha_estado_tramite,tipo_obra,destino,barrio,comuna,codigo_postal,codigo_postal_argentino
202002,-58.446189000000004,-34.589013,28046654/2016,DORREGO AV.,1072,33,014 ,026 ,,Normal,Demolición final,2017-05-17,Obra finalizada,BARES DIEGO CARLOS,,2017-05-31,DEMOLICION TOTAL,OTROS,Comuna 15,1414,Chacarita,C1414CKS
202002,-58.49292,-34.575603,24249013/2015,CULLEN,5555,63,064,014,,Normal,En AVO 4,2016-12-07,En AVO 4,BLANCO JULIO CESAR,1101.00,2017-10-07,OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 12,1431,Villa Urquiza,C1431BXO
202002,-58.502353,-34.594705,30180743/2015,SAN MARTIN AV.,6181,83,241 ,001E,,Normal,En AVO 3,2019-01-16,En AVO 3,PATANE MIGUEL ÁNGEL,1383.00,2019-01-22,DEMOLICION TOTAL Y OBRA NUEVA,OTROS,Comuna 15,1419,Agronomia,C1419IBE
202002,-58.478677000000005,-34.544112,26606124/2016,ARIAS,2966,43,121 ,020 ,,Normal,Demolición final,2017-03-13,Obra finalizada,CHOMER DAMIAN ESTEBAN,,2017-10-07,DEMOLICION PARCIAL,VIVIENDA MULTIFAMILIAR,Comuna 12,1429,Saavedra,C1429DXZ
202002,-58.508368999999995,-34.584076,,HELGUERA,5180,75,003A,025 ,2019-02-27,Normal,En AVO 1,2019-03-26,En AVO 1,ARES HORACIO RAUL,109.00,2019-04-03,AMPLIACION Y MODIFICACION C/DEMOLICION PARCIAL,VIVIENDA MULTIFAMILIAR,Comuna 12,1419,Villa Pueyrredon,C1419CUZ
202002,-58.47538,-34.567777,27322261/2016,MONROE AV.,4001,53,111A,001C,2017-10-19,Normal,En AVO 1,2018-07-20,Pedido de AVO 2 observado,BARBARIA SERGIO HERNAN,951.89,2019-10-28,OBRA NUEVA,OTROS,Comuna 12,1430,Villa Urquiza,C1430BLE
202002,-58.50578,-34.591462,476317/2011,CAMPANA,4458,83,221,041,,Normal,En AVO 4,2018-05-07,Obra finalizada,DOMESTICO RAFAEL ERNESTO,2009.79,2017-10-25,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 11,1419,Villa Devoto,C1419AHJ
202002,-58.36737900000001,-34.637966,,SUAREZ,1061,10,077,022,,Normal,Demolición,2019-08-20,En demolición,ANTEQUERA MARCOS JAVIER,,2019-08-22,DEMOLICION TOTAL,OTROS,Comuna 4,1162,Boca,C1162AFC
202002,-58.49487,-34.652955,18003845/2016,MIRALLA,1525,62,049 ,030 ,2018-01-01,Normal,En AVO 2,2018-06-08,En AVO 2,FERNANDEZ RICARDO FABIAN,553.00,2018-08-07,DEMOLICION TOTAL Y OBRA NUEVA,OTROS,Comuna 9,1440,Mataderos,C1440DCS
202002,-58.474509999999995,-34.622414,26396780/2016,PAEZ,2959,65,029B,022 ,2017-08-25,Normal,En AVO 4,2019-06-25,Obra finalizada,LEIVA DAVID EZEQUIEL,366.58,2019-07-01,OBRA NUEVA,OTROS,Comuna 7,1406,Flores,C1406FQY
202002,-58.452305,-34.604534,,TRES ARROYOS,779,47,006,003,2019-01-07,Normal,En AVO 2,2019-09-23,Pedido de AVO 3 autorizado,SECCHI MARIA FLORENCIA,70.66,2019-12-10,AMPLIACION Y MODIFICACION C/DEMOLICION PARCIAL,OTROS,Comuna 15,1416,Villa Crespo,C1416DCE
202002,-58.419281000000005,-34.62215,2363108/2011,CASTRO BARROS,852,36,110,018,,Normal,Obra finalizada con AVO 4,2019-10-09,Obra finalizada,SZNAJDER LAZARO JUAN,2033.68,2017-12-29,OBRA NUEVA,MULTIVIVIENDA,Comuna 5,1217,Boedo,C1217ABH
202002,-58.434893,-34.584367,10914245/2018,HUMBOLDT,1766,35,030,033,,Normal,Demolición final,2018-05-10,Obra finalizada,ROCCO LUIS ANGEL,,2018-10-08,DEMOLICION TOTAL,,Comuna 14,1414,Palermo,C1414CTR
202002,-58.477936,-34.625556,,MORON,3325,77,144 ,022 ,2019-07-05,Normal,En AVO 3,2020-01-24,En AVO 3,CRESCENCIANO DIEGO RODOLFO,581.30,2020-02-07,DEMOLICION TOTAL Y OBRA NUEVA,OTROS,Comuna 10,1407,Floresta,C1407ENA
202002,-58.506595,-34.653397999999996,,ARTIGAS MANUEL de,6374,74,110 ,015 ,,Normal,Demolición final,2019-03-07,En demolición final,RUIZ MARCELO MANUELA,,2019-07-11,DEMOLICION TOTAL,VIVIENDA MULTIFAMILIAR,Comuna 9,1440,Mataderos,C1440BRZ
202002,-58.405809,-34.589244,22207260/2018,AUSTRIA,1944,15,067,038A,2019-03-15,Normal,En AVO 1,2019-08-10,En AVO 1,SILVA RICARDO ALEJANDRO,3213.00,2019-10-10,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 2,1425,Recoleta,C1425EGF
202002,-58.443452,-34.61555,,ROJAS,453,45,033A,031 ,,Normal,Sin inicio,,Carga finalizada,PROVENZANO MARIO ALBERTO,636.57,2019-01-30,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 6,1405,Caballito,C1405ABE
202002,-58.516764,-34.661501,22695211/2017,SALADILLO,2007,74,001A,001a,2018-01-03,Normal,En AVO 1,2018-04-05,En AVO 1,PALACIOS ALEJANDDRO ESTEBAN,142.90,2018-05-07,MODIFICACION Y/O AMPLIACION,OTROS,Comuna 9,1440,Mataderos,C1440FFO
202002,-58.461893,-34.631007000000004,29116313/2017,RIVERA INDARTE AV.,181,48,108 ,003 ,2018-05-30,Normal,En AVO 3,2019-12-17,En AVO 3,TETELBOIM ALBERTO,832.82,2019-12-18,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 7,1406,Flores,C1406DXC
202002,-58.482131,-34.566113,37417955/2015,"LE BRETON, TOMAS A.",4370,53,075,005,,Normal,En AVO 4,2018-06-09,En AVO 4,CHAIA JAIME GABRIEL,1003.41,2018-09-11,DEMOLICION TOTAL Y OBRA NUEVA,OTROS,Comuna 12,1430,Villa Urquiza,C1430BDH
202002,-58.510833999999996,-34.608039,,SIMBRON,4380,81,011 ,022 ,2019-09-09,Normal,Excavacion < 4 mts,2019-09-10,Pedido de AVO 1 autorizado,VIEGAS MARIANA VERONICA,675.00,2020-02-03,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 11,1417,Villa Devoto,C1417EVR
202002,-58.476511,-34.622461,,HELGUERA,842,65,009,028B,,Normal,Sin inicio,,Carga finalizada,CRESCENCIANO DIEGO RODOLFO,787.11,2019-06-12,DEMOLICION TOTAL Y OBRA NUEVA,OTROS,Comuna 7,1406,Flores,C1406APP
202002,-58.52409,-34.651977,16141713/2016,CAAGUAZU,7356,72,042 ,017 ,2017-01-30,Normal,En AVO 4,2019-01-14,Obra finalizada,SCHANDIN CLAUDIO FEDERICO,1024.27,2018-04-27,OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 9,1408,Liniers,C1408EUH
202002,-58.45081,-34.5699,34659998/2018,AMENABAR,1202,37,132 ,021 ,2019-04-15,Normal,En AVO 1,2019-08-30,Pedido de AVO 2 autorizado,DORFMAN SERGIO FABIAN,1459.91,2020-01-14,OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 13,1426,Colegiales,C1426AJV
202002,-58.39141899999999,-34.605543,,SARMIENTO,1741,5,004,024,,Normal,Demolición,,Pedido de demolición autorizado,MOGLIA ALBERTO RAUL,,2020-01-29,DEMOLICION TOTAL,VIVIENDA MULTIFAMILIAR y LOCAL COMERCIAL,Comuna 1,1042,San Nicolas,C1042ABG
202002,-58.409177,-34.635740000000006,11221508/2014,24 DE NOVIEMBRE,2120,32,085,006h,2016-11-15,Normal,En AVO 2,2018-02-02,Pedido de AVO 3 autorizado,SANTAGADA JUAN MARTIN,3315.33,2019-01-07,DEMOLICION TOTAL Y OBRA NUEVA,OTROS,Comuna 4,1242,Parque Patricios,C1242AAT
202002,-58.47740600000001,-34.546562,,RUIZ HUIDOBRO,2960,43,118 ,005 ,2019-01-03,Normal,En AVO 1,2019-04-06,Pedido de AVO 2 observado,URRUTIA FEDERICO MATIAS,1098.00,2019-07-31,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 12,1429,Saavedra,C1429DNX
202002,-58.420952,-34.58943,,ARAOZ,1935,19,103,011,2020-02-17,Normal,Inicio de obra,,Inicio de obra,KIRCHUK MARIO EDUARDO,1187.22,2020-02-06,OBRA NUEVA,OTROS,Comuna 14,1425,Palermo,C1425DGA
202002,-58.444912,-34.56862,26718062/2016,"GARCIA, TEODORO",2341,23,029,041,,Normal,Demolición final,2017-04-17,Obra finalizada,KERSCHEN SERGIO HERNAN ABEL,,2017-10-07,DEMOLICION TOTAL,VIVIENDA MULTIFAMILIAR,Comuna 14,1426,Palermo,C1426DMO
202002,-58.460536,-34.584164,6836864/2018,ELCANO AV.,4114,49,158E,001,2018-07-24,Normal,En AVO 3,2019-04-12,En AVO 3,PELLEGRINI CARLOS ENRIQUE,2776.00,2019-12-06,OBRA NUEVA,VIVIENDAMULTIFAMILIAR,Comuna 15,1427,Villa Ortuzar,C1427CHS
202002,-58.450743,-34.615621000000004,,PAYSANDU,651,57,095,013A,2019-09-17,Normal,En AVO 1,2019-10-25,En AVO 1,SABARESE FEDERICO JAVIER,190.36,2019-10-30,OBRA NUEVA,OTROS,Comuna 6,1405,Caballito,C1405ANE
202002,-58.466823,-34.538351,14795084/2017,11 DE SEPTIEMBRE DE 1888,4588,29,088A,011 ,,Normal,Demolición final,2018-06-02,Obra finalizada,JANCHES FLAVIO,,2018-02-09,DEMOLICION TOTAL,,Comuna 13,1429,Nu\u00f1ez,C1429BJJ
202002,-58.454854000000005,-34.550507,9293658/17,MONTAÑESES,2863,27,093,021,,Normal,Demolición final,2017-10-24,Obra finalizada,ALTUNA MIGUEL,,2017-11-02,DEMOLICION TOTAL,,Comuna 13,1429,Nu\u00f1ez,C1429BLA
202002,-58.514804000000005,-34.643654,24697820/2016,CAAGUAZU,6144,72,137,006A,2017-12-25,Normal,En AVO 2,2019-09-16,En AVO 2,L ABBATE VITO ANTONIO,5793.00,2019-09-19,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 9,1408,Liniers,C1408ETJ
202002,-58.496478,-34.601048,27344772/2016,TINOGASTA,3246,81,168,006C,2017-10-16,Normal,En AVO 3,2019-08-08,En AVO 3,TONDA HECTOR ADOLFO,2635.25,2019-08-09,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 11,1417,Villa Del Parque,C1417EHR
202002,-58.445338,-34.597551,420540/2015,PADILLA,962,47,137,032,,Normal,En AVO 4,2018-09-27,En AVO 4,WAISMAN ZACHARI JAVIER,1577.00,2018-09-21,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 15,1414,Villa Crespo,C1414AGP
202002,-58.479955000000004,-34.557161,,NUÑEZ,3802,41,009 ,001 ,2019-09-18,Normal,Excavacion > 4 mts al 10%,2019-11-13,Pedido de excavación al 50% autorizado,DEFRANCESCHI GALAIN DIEGO,16928.37,2020-01-10,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 12,1430,Coghlan,C1430AMJ
202002,-58.497313,-34.576908,11468056/2017,"RIVERA, PEDRO I., Dr.",5847,63,004 ,018 ,,Normal,Demolición final,2017-08-16,Obra finalizada,LONGO GLADYS PATRICIA,,2017-08-27,DEMOLICION TOTAL,,Comuna 12,1431,Villa Urquiza,C1431BWA
202002,-58.431898,-34.599226,20747260/2015,LAVALLEJA,728,31,049,024,,Normal,En AVO 4,2018-11-15,Obra finalizada,GRINBERG MARCELO ALAN,1547.00,2018-03-23,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 15,1414,Villa Crespo,C1414DTP
202002,-58.504946,-34.585257,,GRIVEO,2993,75,020A,015,,Normal,Sin inicio,,Alta de obra iniciada,BERTONCINI MARIA LINA,,2020-01-29,DEMOLICION TOTAL,vivienda colectiva,Comuna 12,1419,Villa Pueyrredon,C1419EVO
202002,-58.4651,-34.579569,,GIRIBONE,1624,49,105,034,,Normal,Demolición final,2019-12-16,Pedido de demolición final autorizado,MARULL JUAN MANUEL,,2020-02-06,DEMOLICION TOTAL,vivienda multifamiliar,Comuna 15,1427,Villa Ortuzar,C1427CAZ
202002,-58.442042,-34.55363,454389/2017,HUSARES,2086,25,097 ,035 ,,Normal,En AVO 1,2018-10-04,Pedido de AVO 2 observado,SILVERO ALEJANDRO PABLO,247.00,2018-11-16,OBRA NUEVA,OTROS,Comuna 13,1428,Belgrano,C1428AYF
202002,-58.491217000000006,-34.651107,12799591/2017,DIRECTORIO AV.,5040,62,105 ,001D,2017-11-12,Normal,Obra finalizada con AVO 4,2019-10-17,Obra finalizada,AXELRUD SEBASTIAN CARLOS,1090.85,2019-02-18,DEMOLICION TOTAL Y OBRA NUEVA,OTROS,Comuna 9,1440,Mataderos,C1440ASP
202002,-58.486123,-34.64326,,"RODO, JOSE E.",4361,54,071,026,,Normal,Demolición final,2019-12-11,En demolición final,POLICH JUAN CRUZ,242.00,2019-11-15,DEMOLICIÓN TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 9,1407,Parque Avellaneda,C1407HDM
202002,-58.524855,-34.653551,4382909/2017,ANDORRA,7483,72,024 ,003 ,2017-11-28,Normal,En AVO 2,2018-10-04,En AVO 2,ACOSTA BERNABÉ GERMÁN,97.00,2018-04-11,AMPLIACION Y MODIFICACION C/DEMOLICION PARCIAL,OTROS,Comuna 9,1408,Liniers,C1408EVA
202002,-58.507684,-34.640353000000005,24244892/2017,CORVALAN,154,60,076 ,021 ,2018-08-27,Normal,En AVO 1,2019-10-05,Pedido de AVO 2 autorizado,CIOCALE ALBERTO EDGARDO,2027.38,2020-01-30,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 10,1408,Villa Luro,C1408HQD
202002,-58.437785999999996,-34.62257,,FORMOSA,672,40,052,001,,Normal,Demolición final,2019-06-12,En demolición final,AZNAR CAROLINA,900.00,2019-12-10,DEMOLICIÓN TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 6,1424,Caballito,C1424BZN
202002,-58.366783,-34.623290000000004,23074428/2016,AZOPARDO,1337,4,047 ,010 ,2018-11-27,Paralizada,Excavacion > 4 mts al 50%,2019-11-04,Pedido de reinicio de obra,PIERMARINI CESAR LUIS,15689.59,2020-02-07,AMPLIACIÓN Y MODIFICACIÓN CON DEMOLICIÓN PARCIAL,VIVIENDA MULTIFAMILIAR,Comuna 1,1107,San Telmo,C1107ADW
202002,-58.421561,-34.656752000000004,19309387/2015,"RABANAL, FRANCISCO, INTENDENTE AV.",1606,46,117B,001B,2019-09-09,Normal,Obra finalizada sin AVO 4,2016-03-28,Obra finalizada,CASCO JOSE MARTIN,791.00,2019-09-09,AMPLIACION Y MODIFICACION C/DEMOLICION PARCIAL,OTROS,Comuna 4,1437,Nueva Pompeya,C1437FPQ
202002,-58.47492,-34.584298,,BEHRING,2574,61,050,009,,Normal,Demolición,,Pedido de demolición autorizado,LUCIANI ROBERTO FABIAN,305.00,2020-02-06,DEMOLICIÓN TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 15,1427,Parque Chas,C1427DFB
202002,-58.511396999999995,-34.632219,06223827/2018,IRIGOYEN,837,91,046 ,009 ,2018-10-09,Normal,En AVO 3,2019-04-12,En AVO 3,LADINO GERALDINE PAOLA,491.00,2019-12-15,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 10,1407,Villa Luro,C1407CAS
202002,-58.49925699999999,-34.638272,39457557/2015,MANZONI,72,60,135,020,,Normal,En AVO 4,2019-03-29,Obra finalizada,CANO MONICA BEATRIZ,1082.00,2018-05-16,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 10,1407,Villa Luro,C1407ICB
202002,-58.422945999999996,-34.600505,37573629/2015,GUARDIA VIEJA,4146,17,072,007,,Clausura parcial,En AVO 4,2018-08-22,Obra finalizada,MUZABER DANTE FEDERICO CHAFIK,1479.00,2018-03-22,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 5,1192,Almagro,C1192AAR
202002,-58.505925,-34.650828999999995,22910436/2015,"GARCIA GRANDE DE ZEQUEIRA, SEVERO",6165,74,130,035,,Normal,En AVO 4,2017-12-12,Obra finalizada,AGUIRRE RUBEN ALBERTO,1131.18,2017-10-25,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 9,1440,Mataderos,C1440BTQ
202002,,,25870583/2016,SENDERO PEATONAL SIN NOMBRE OFICIAL,4386,66,103,002,2017-03-31,Normal,En AVO 4,2018-03-13,En AVO 4,HATSERIAN FEDERICO,2400.00,2018-03-14,OBRA NUEVA,VIVIENDA MULTIFAMILIAR,,,,
202002,-58.524599,-34.631603999999996,,"GAMBOA, MARCELO",6582,93,051 ,007 ,2019-07-24,Normal,Excavacion < 4 mts,2019-08-29,Excavación <= -4m,GENTILE RUBEN HERALDO,207.15,2019-09-05,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 10,1408,Versalles,C1408AQJ
202002,-58.446946999999994,-34.613741999999995,,"VALLESE, FELIPE",920,57,116,004,,Normal,Sin inicio,,Carga finalizada,GIRGENTI CECILIA DANIELA,125.02,2019-10-08,AMPLIACIÓN Y MODIFICACIÓN CON DEMOLICIÓN PARCIAL,OTROS,Comuna 6,1405,Caballito,C1405CWN
202002,-58.516920999999996,-34.612946,6316498/2015,QUEVEDO,3223,87,054,020,,Clausura parcial,En AVO 3,2017-01-12,En AVO 3,ARISTEI ROBERTO LEONILDO,829.00,2017-12-04,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 11,1417,Villa Devoto,C1417BVA
202002,-58.432925,-34.582648999999996,,HUMBOLDT,1976,35,058,044,2020-01-28,Normal,Inicio de obra,,Inicio de obra,YABEN GRANADOS FERNANDO LUIS,94.14,2020-02-06,MODIFICACION Y/O AMPLIACION,OTROS,Comuna 14,1414,Palermo,C1414CTV
202002,-58.484331000000005,-34.551838000000004,,VILELA,3869,43,007,016,,Normal,Demolición final,2019-11-14,Pedido de excavación al 10% autorizado,TELLO LUIS DANIEL,939.31,2020-01-02,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 12,1430,Saavedra,C1430CEI
202002,-58.476195,-34.570805,2562112/2013,OLAZABAL AV.,4165,51,105,021a,2017-08-21,Normal,En AVO 2,2019-01-02,En AVO 2,RASPAGLIESI JORGE DANIEL,2696.08,2019-02-04,OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 12,1430,Villa Urquiza,C1430BQH
202002,-58.409938000000004,-34.633306,3876181/2013,CHICLANA AV.,3223,32,075,012,,Normal,En AVO 4,2018-09-05,Obra finalizada,PIERUCCIONI HECTOR H.,1786.06,2017-05-13,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 4,1259,Parque Patricios,C1259AAE
202002,-58.471208,-34.577308,251253/2015,DONADO,1651,49,064,012B,,Normal,En AVO 4,2016-11-23,En AVO 4,DE LUCA SERGIO,1182.00,2017-10-25,OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 15,1430,Villa Ortuzar,C1430DRE
202002,-58.488528,-34.621592,2612605/2012,BAHIA BLANCA,1323,79,066 ,019 ,,Normal,En AVO 3,2017-11-08,En AVO 3,RISTUCCIA DAMIAN ALBERTO,1573.83,2017-08-11,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 10,1407,Floresta,C1407ABY
202002,-58.435168999999995,-34.61914,32511/7,ROSARIO,431,40,088,009H,,Normal,Sin inicio,,Pedido de alta de obra observado,SARDAS FROCHT LILIAN ESTELA,608.00,2019-09-16,,OTROS,Comuna 6,1424,Caballito,C1424CCI
202002,-58.471954000000004,-34.691344,03030375/2012,GUAMINI,5340,82,035,026,,Normal,En AVO 1,2016-08-18,En AVO 1,VILLARPANDO GONZALEZ DANIEL ROBERTO,237.10,2019-05-24,AMPLIACION Y MODIFICACION C/DEMOLICION PARCIAL,OTROS,Comuna 8,1439,Villa Riachuelo,C1439HAR
202002,-58.496821,-34.571851,8808115/2016,QUESADA,5701,63,056 ,034C,2017-03-27,Normal,En AVO 4,2017-12-13,Obra finalizada,HAYES LAURA,56.84,2017-10-07,AMPLIACION Y MODIFICACION C/DEMOLICION PARCIAL,VIVIENDA MULTIFAMILIAR,Comuna 12,1431,Villa Urquiza,C1431ACW
202002,-58.520233,-34.658069,05016755/2018,FRAGATA TRINIDAD,1793,74,011C,010 ,2018-03-26,Normal,En AVO 2,2019-01-14,En AVO 2,SCAMPINI CARLOS ALBERTO,174.00,2019-01-21,AMPLIACION Y MODIFICACION C/DEMOLICION PARCIAL,VIVIENDA MULTIFAMILIAR,Comuna 9,1440,Mataderos,C1440FHE
202002,-58.389571,-34.631426,22435079/2016,15 DE NOVIEMBRE DE 1889,1743,16,017,025C,,Normal,Demolición,2019-12-30,En demolición,STANGANELLI JORGE LUIS,4003.00,2020-01-09,AMPLIACION Y MODIFICACION C/DEMOLICION PARCIAL,VIVIENDA MULTIFAMILIAR,Comuna 1,1130,Constitucion,C1130ABM
202002,-58.493152,-34.554504,19411002/2017,RUIZ HUIDOBRO AV.,4610,55,140,001B,2018-08-05,Normal,En AVO 1,2018-07-09,Pedido de AVO 2 observado,ZLOTNIK CLAUDIO FABIAN,898.00,2019-02-07,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 12,1430,Saavedra,C1430CKR
202002,-58.449866,-34.568859,26044374/2016,ZABALA,2477,37,154 ,025 ,2017-06-26,Normal,En AVO 4,2019-02-07,Obra finalizada,BLANCO JULIO CESAR,2987.26,2018-08-06,OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 13,1426,Colegiales,C1426DQS
202002,-58.362267,-34.615119,27024441/2016,MANSO JUANA,1519,98,001L,003,2018-05-21,Normal,En AVO 1,2019-08-02,En AVO 1,GRUNBERG PABLO DANIEL,13577.00,2019-08-13,OBRA NUEVA,,Comuna 1,1107,Puerto Madero,C1107CHE
202002,-58.446568000000006,-34.552296999999996,11120998/2019,ARTILLEROS,2360,25,086,002F,,Normal,Demolición final,2019-06-09,Pedido de excavación al 10% autorizado,MONTIRONI MARTIN GUSTAVO,288.09,2019-12-02,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 13,1428,Belgrano,C1428AUL
202002,-58.405007999999995,-34.581682,9749391/2017,CERVIÑO AV.,3188,15,057,006a,,Normal,Demolición final,2018-07-02,Obra finalizada,PROVENZANO MARIO ALBERTO,,2018-02-08,DEMOLICION TOTAL,,Comuna 14,1425,Palermo,C1425AGN
202002,-58.478489,-34.616962,19895/1985,"BELAUSTEGUI, LUIS, Dr.",2977,67,030 ,016 ,,Normal,,,Alta de obra iniciada,CINGOLANI ALBERTO,,2017-10-07,,,Comuna 11,1416,Villa Santa Rita,C1416CZI
202002,-58.506003,-34.591215000000005,20363655/2017,CAMPANA,4500,83,221 ,001 ,2017-11-24,Normal,En AVO 3,2019-08-01,En AVO 3,RUSALEN RODOLFO ALBERTO,495.65,2019-01-11,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 11,1419,Villa Devoto,C1419AHJ
202002,-58.474059999999994,-34.543031,25757281/2017,SAN ISIDRO LABRADOR AV.,4552,43,162 ,025A,,Normal,Demolición final,2018-10-07,Obra finalizada,REGIS MARTIN ENRIQUE,,2018-07-11,DEMOLICION TOTAL,,Comuna 12,1429,Saavedra,C1429ADT
202002,-58.458203000000005,-34.578031,,"LORETO, Virrey",3584,37,027,021,,Normal,Demolición,,Pedido de demolición autorizado,CALIFANO EMILIO,,2020-02-04,DEMOLICION TOTAL,OTROS,Comuna 13,1426,Colegiales,C1426DYP
202002,-58.49139,-34.576521,,ALTOLAGUIRRE,2466,63,062B,024B,,Normal,Demolición,,Pedido de demolición autorizado,PANIAGUA JUAN MANUEL,240.00,2019-12-26,DEMOLICIÓN TOTAL,VIVIENDA MULTIFAMILIAR,Comuna 12,1431,Villa Urquiza,C1431EDB
202002,-58.446647,-34.628264,17487191/2015,PUAN,430,42,073 ,015A,,Normal,En AVO 1,2018-01-23,En AVO 1,RAMIREZ MARTIN DIEGO,5594.00,2018-01-25,AMPLIACION Y MODIFICACION C/DEMOLICION PARCIAL,OTROS,Comuna 6,1406,Caballito,C1406CQJ
202002,-58.47678199999999,-34.683892,36630413/2015,CAÑADA DE GOMEZ,4640,80,053 ,025B,2017-11-13,Normal,,,Pedido de AVO 1 autorizado,MILLARENGO MARIANO HECTOR,254.17,2018-01-04,MODIFICACION Y/O AMPLIACION,VIVIENDA MULTIFAMILIAR,Comuna 8,1439,Villa Riachuelo,C1439GNH
202002,-58.44225600000001,-34.584577,27525591/2016,"VEGA, NICETO, Cnel. AV.",5885,33,083C,012 ,2018-07-05,Normal,En AVO 2,2019-06-27,En AVO 2,KREIMAN LILIANA NOEMÍ,1940.33,2019-07-10,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 14,1414,Palermo,C1414BFI
202002,-58.507402,-34.590829,,"MISTRAL, GABRIELA",3356,83,222,007,2019-11-21,Normal,Sin inicio,,Pedido de excavación al 10% autorizado,GROSSO RICARDO MARIO,3289.32,2019-11-22,OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 11,1419,Villa Devoto,C1419GFZ
202002,-58.37535,-34.601843,269129/2016,FLORIDA,526,1,022,030,2017-02-22,Normal,En AVO 4,2017-05-04,En AVO 4,BRUSCA RODOLFO DANIEL,723.00,2017-10-25,,OTROS,Comuna 1,1005,San Nicolas,C1005AAL
202002,-58.402345999999994,-34.594708000000004,16177493/2019,PUEYRREDON AV.,1385,11,004,009a,2019-08-29,Normal,Inicio de obra,,Inicio de obra,BECKER ALEJANDRO DANIEL,,2019-08-29,MODIFICACION Y/O AMPLIACION,OTROS,Comuna 2,1118,Recoleta,
202002,-58.439592000000005,-34.622939,1183049/2012,"ALBERDI, JUAN BAUTISTA AV.",833,40,038 ,035B,,Normal,En AVO 3,2019-09-30,En AVO 3,DOMINGUEZ DIEGO MARTÍN,9851.00,2019-10-01,OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 6,1424,Caballito,C1424BYI
202002,-58.449490000000004,-34.549818,27905609/2016,"GARCIA, MANUEL J., ALTE.",1187,27,114 ,015 ,2017-08-25,Normal,En AVO 4,2018-07-12,Obra finalizada,BUFFA LEONARDO JUAN,131.00,2017-12-14,AMPLIACION Y MODIFICACION C/DEMOLICION PARCIAL,OTROS,Comuna 13,1428,Belgrano,C1428CHE
